title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数
Sunplay 超强防晒乳液 70克,Sunplay 超强防晒乳液 70克,3.12,https://cf.shopee.vn/file/vn-11134207-820l4-mgxijmq0h7gs2c,http://shopee.vn/product/152872415/6200761444,Bath & Body Care,Sun Care,IVCN202603244302,70443124135,"https://detail.1688.com/offer/894436117601.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982
https://detail.1688.com/offer/800906615900.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982",1688链接,03-27发布,6200761444,3.12,四月热招,1
【赠送150克瓶装/450克袋装】Enchanteur 豪华法国香氛沐浴露 650克/900克（香味随机）,美味（+200克装）,10.12,https://cf.shopee.vn/file/vn-11134207-820l4-meo7pu6k3hmq3c,http://shopee.vn/product/140594869/7728371201,Bath & Body Care,Body Wash & Soap,IVCN202603244304,70709112526,https://detail.1688.com/offer/695995987037.html?lang=zh&kjSource=pc&fromkv=refer:HVDFOR2TGRCFGTSGKJLUWVCDKFGDIM2EKNHEUWSIIUZFIU2PIJMEOQK2KRHVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVITKPIJIUOTJTKRBU4QSWI5KTGRCJLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-27发布,7728371201,10.13,四月热招,1
凯茜·多尔 (Cathy Doll) L 谷胱甘肽魔法霜 SPF50 60毫升,凯茜·多尔 (Cathy Doll) L 谷胱甘肽魔法霜 SPF50 60毫升,3.9,https://cf.shopee.ph/file/ph-11134207-7ra0k-mbw3i3fgasf53e,http://shopee.ph/product/92328166/6257325958,Bath & Body Care,Sun Care,IVCN202603244306,71386351281,无同款,1688链接,03-27发布,6257325958,8.14,四月热招,1
ORITA 玫瑰香氛沐浴露 1000毫升,ORITA 玫瑰香氛沐浴露 1000毫升,2.69,https://cf.shopee.com.my/file/sg-11134201-7rffb-m3eni7ltn1r1e7,http://shopee.com.my/product/21516516/7958092794,Bath & Body Care,Body Wash & Soap,IVCN202603244308,71445427275,https://detail.1688.com/offer/722749412195.html?spm=a26352.13672862.offerlist.34.78781e628N8v1o&cosite=-&tracelog=p4p&_p_isad=1&clickid=a3f877e7893d48edb00e33fb24b274cd&sessionid=f1d5bf915c6b4ba945f61b5765ba3bf4,1688链接,03-27发布,7958092794,2.7,四月热招,1
Medimix 18 种阿育吠陀草本速效皂三件套，每块 125 克,Medimix 18 种阿育吠陀草本速效皂三件套，每块 125 克,2.19,https://cf.shopee.vn/file/vn-11134207-7ra0g-ma9z7s7f6geb85,http://shopee.vn/product/4984332/1971711827,Bath & Body Care,Body Wash & Soap,IVCN202603244310,72118625468,https://detail.1688.com/offer/802749885297.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2107d64617454768523355357e1335&token=jNVBiroc7v9i%2B4DDDOOqrvQ%2BfU9dUB7SDuh9%2B%2FtTuXyboU4ZZyZBOT9xBzv%2FNsAQ,1688链接,03-27发布,1971711827,2.2,四月热招,1
【全新升级】Enchanteur 奢华法式香氛沐浴露 900克 - 丝滑柔润，持久留香24小时,迷人,5.19,https://cf.shopee.vn/file/vn-11134207-7ras8-m3biam64oyld94,http://shopee.vn/product/140594869/2194084409,Bath & Body Care,Body Wash & Soap,IVCN202603244312,72426003470,https://detail.1688.com/offer/695995987037.html?lang=zh&kjSource=pc&fromkv=refer:HVDFOR2TGRCFGTSGKJLUWVCDKFGDIM2EKNHEUWSIIUZFIU2PIJMEOQK2KRHVQM2NJ5BEMV2LGZGFQTRVLJDUSVJTIZGUMWSHI4ZEGN2HIUZVITKPIJNEOWJSIRFU2USUI5CTERCPLAZTGUCVHU6T2PJ5JU111111&bizType=saasTool&customerId=alipriceLP,1688链接,03-27发布,2194084409,5.2,四月热招,1
Physiogel 低敏舒缓护理 AI 乳液 - 200毫升,Physiogel 低敏舒缓护理 AI 乳液 - 200毫升,9,https://cf.shopee.ph/file/ph-11134207-7r98x-lubh6ovvq7ci58,http://shopee.ph/product/376525693/7578315483,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244314,73575889179,https://detail.1688.com/offer/1009130424275.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-27发布,7578315483,85.64,四月热招,1
【全新标签 CFS】Cofusions 化妆品纯椰子油 250ml,【全新标签 CFS】Cofusions 化妆品纯椰子油 250ml,5,https://cf.shopee.vn/file/vn-11134207-820l4-mhmuic8kqr5s54,http://shopee.vn/product/60414205/7182197328,Bath & Body Care,Body Oil,IVCN202603244316,74210859897,无同款,1688链接,03-27发布,7182197328,7.98,四月热招,1
TROPIKA 甜椰子身体油 (100ml),TROPIKA 甜椰子身体油 (100ml),3.2,https://cf.shopee.com.my/file/my-11134201-820lb-mfrnnd7uo1laac,http://shopee.com.my/product/163557405/3609992792,Bath & Body Care,Body Oil,IVCN202603244318,77081356373,https://detail.1688.com/offer/988030703314.html?spm=a26352.13672862.offerlist.14.71625dd0pbBxmI&cosite=-&tracelog=p4p&_p_isad=1&clickid=a7cd3e9406324552abf15cd644e83946&sessionid=d8052e9bb919ed1a0529d7661fb63865,1688链接,03-27发布,3609992792,39.08,四月热招,1
OILUM 胶原蛋白保湿皂 85克 1/4包 有效期至2027年10月,85克装，4包,10.4,https://cf.shopee.com.my/file/sg-11134201-8259q-mftnlbyds8p4bf,http://shopee.com.my/product/46101043/866288438,Bath & Body Care,Body Wash & Soap,IVCN202603244320,78536106399,无同款,1688链接,03-27发布,866288438,22.31,四月热招,1
【现场】Bidaura | 单瓶装（1瓶）| Puteri Adiluhung Raya 特别版 | 标准装 300ml / 迷你装 88ml | 66 次沐浴 / 15 次沐浴,紫罗兰色，标准装 300 毫升,16.88,https://cf.shopee.com.my/file/sg-11134201-824hq-mf91ykag84cuf7,http://shopee.com.my/product/1105690280/21794825761,Bath & Body Care,Body Wash & Soap,IVCN202603244322,79556343594,https://detail.1688.com/offer/774189310516.html?spm=a26352.13672862.offerlist.276.32c634c1MrxpcD&offerId=774189310516&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5941150642715&trace_log=normal&uuid=4abb4397766249f08bb92edfea4d737f&forcePC=1767069242460,1688链接,03-27发布,21794825761,27.28,四月热招,2
【现场】Bidaura | 单瓶装（1瓶）| Puteri Adiluhung Raya 特别版 | 标准装 300ml / 迷你装 88ml | 66 次沐浴 / 15 次沐浴,绿色疗愈，标准装 300毫升,5.9,https://cf.shopee.com.my/file/sg-11134201-824ii-mf91zdt26gp5c0,http://shopee.com.my/product/1105690280/21794825761,Bath & Body Care,Body Wash & Soap,IVCN202603244324,79556343598,https://detail.1688.com/offer/940068004467.html?spm=a26352.13672862.offerlist.9.37b91e62hWODRW&offerId=940068004467&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=0adc84c18135457ba5c0604cb575bb89&skuId=6002292779209&forcePC=1768880228609,1688链接,03-27发布,21794825761,29.89,四月热招,2
T3祛痘沐浴露 - 杀菌型 550毫升,T3祛痘沐浴露 - 杀菌型 550毫升,18.67,https://cf.shopee.com.my/file/my-11134201-7rask-m9ep1k0i8p725c,http://shopee.com.my/product/21516516/3481592704,Bath & Body Care,Body Wash & Soap,IVCN202603244326,81076705977,https://detail.1688.com/offer/756610893507.html?spm=a26352.13672862.offerlist.14.5a1cb209HMxPlm&offerId=756610893507&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5219423713634&trace_log=normal&uuid=bfafecda470247ffafe4ba33cb6d0f4c&forcePC=1768806236730,1688链接,03-27发布,3481592704,18.68,四月热招,1
Purité 天然樱花身体乳 250ml 和 Purité 樱花沐浴露 250ml 套装,Purité 天然樱花身体乳 250ml 和 Purité 樱花沐浴露 250ml 套装,2,https://cf.shopee.vn/file/sg-11134201-8261e-mlfvl42oju9w5b,http://shopee.vn/product/779659055/28551643023,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244328,88934942586,https://detail.1688.com/offer/810089772818.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0b52090217670052809291899e10cf&token=lXgo%2FTap2HD9RRT7ymGoIE%2FW1gVIl0H9G4TaNlg8rJkguGGTWuDEWTFKEgkQvMTc,1688链接,03-27发布,28551643023,3.75,四月热招,1
Santal 300 去屑洗发水，200毫升管装 | Biocarepharma,Santal 300 去屑洗发水，200毫升管装 | Biocarepharma,3.9,https://cf.shopee.vn/file/vn-11134207-820l4-mj014o46ij9eed,http://shopee.vn/product/887328129/23180345399,Hair Care,Shampoo,IVCN202603244330,89438558135,https://detail.1688.com/offer/943278147207.html?spm=a26352.b28411319/2508.0.0.7b531e62CtTafD,1688链接,03-27发布,23180345399,5.16,四月热招,1
Purité 沐浴露组合装：1.1升樱花/玫瑰香型沐浴露和500毫升樱花/牡丹/玫瑰香型沐浴露。,樱花+牡丹,23.21,https://cf.shopee.vn/file/vn-11134207-820l4-mfjff80bkvm611,http://shopee.vn/product/779659055/25852033496,Bath & Body Care,Body Wash & Soap,IVCN202603244332,89656734299,https://detail.1688.com/offer/977851720425.html?spm=a26352.13672862.offerlist.14.290d2f953eHkKa&offerId=977851720425&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=0546a5aca57e46b3a39e224af0a30854&skuId=5995096809577&forcePC=1767007917354,1688链接,03-27发布,25852033496,23.22,四月热招,3
Sunplay 舒肤水润防晒身体乳液 SPF 50+ PA++++ (150克) - 清凉身体防晒霜,Sunplay 舒肤水润防晒身体乳液 SPF 50+ PA++++ (150克) - 清凉身体防晒霜,1,https://cf.shopee.vn/file/vn-11134207-7r98o-lulw9i6jcf1hf9,http://shopee.vn/product/231547049/6034902114,Bath & Body Care,Sun Care,IVCN202603270806,90053708323,https://detail.1688.com/offer/810348781166.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bb405a417740031442827959e0fcc&token=gU%2BEOext20%2BSNttBH5TTs%2B6rLvcg0xQBXgCIrnQGmztc%2Bz54OGXE33sJR7R0r12g,1688链接,03-27发布,6034902114,11.23,四月热招,1
RtopR 芒果丰臀霜提拉紧致滋养臀部护理霜 (40克),RtopR 芒果丰臀霜提拉紧致滋养臀部护理霜 (40克),6.5,https://cf.shopee.com.my/file/cn-11134207-7ras8-m8orau5gr99ue8,http://shopee.com.my/product/322264609/11508213393,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244334,92439914683,https://detail.1688.com/offer/599952340890.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A2107d64617491930240597646e13fb&token=FOOVWjwCHlqaT2nj1YdbSuoUBVNWToO6%2BIQ%2FZVAxLT7tOP1kDFZhIkETZo2eqsEo,1688链接,03-27发布,11508213393,6.51,四月热招,1
Bio-Oil 护肤油（天然）125毫升,Bio-Oil 护肤油（天然）125毫升,11.8,https://cf.shopee.vn/file/sg-11134201-8262c-mlj7dxhylngo39,http://shopee.vn/product/131190752/6092114550,Bath & Body Care,Body Oil,IVCN202603244336,92837684594,https://detail.1688.com/offer/995947052167.html?kj_agent_plugin=aliprice&fromkv=refer%3AHVHFESCLLBNFUSCFGJKFGTSCLBDUCMSUIVGUUV2HGVIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2UINHFEVSHIE2EIS2NJJLEOSSQLBLTOSKN,1688链接,03-27发布,6092114550,42.43,四月热招,1
Human Nature SafeProtect SPF30 防晒霜（不含任何有害化学物质）,50克,5,https://cf.shopee.ph/file/ph-11134207-7r98r-lvoa9dm11plg01,http://shopee.ph/product/623745827/15320013632,Bath & Body Care,Sun Care,IVCN202603244338,96267922280,https://detail.1688.com/offer/970751232707.html?spm=a26352.13672862.offerlist.223.1b8834dbvvg1IJ&offerId=970751232707&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=2ff8319fde4d46a4b86a70be5b548571&skuId=5917857944166&forcePC=1770883258572,1688链接,03-27发布,15320013632,12.86,四月热招,2
Human Nature SafeProtect SPF30 防晒霜（不含任何有害化学物质）,100克,10,https://cf.shopee.ph/file/ph-11134207-7r98q-lvoa9dm1345wda,http://shopee.ph/product/623745827/15320013632,Bath & Body Care,Sun Care,IVCN202603244340,96267922281,https://detail.1688.com/offer/970751232707.html?spm=a26352.13672862.offerlist.223.1b8834dbvvg1IJ&offerId=970751232707&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=2ff8319fde4d46a4b86a70be5b548571&skuId=5917857944166&forcePC=1770883258572,1688链接,03-27发布,15320013632,13.81,四月热招,2
身体护理 美白保湿身体乳 无瑕亮白 400毫升,身体护理 美白保湿身体乳 无瑕亮白 400毫升,2.8,https://cf.shopee.ph/file/ph-11134211-7qul4-lfi2cid15i5bdc,http://shopee.ph/product/92328166/18661240493,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244342,98441690029,https://detail.1688.com/offer/922391105008.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-27发布,18661240493,4.19,四月热招,1
优色林水润防晒超轻盈乳液 SPF50 50毫升,优色林水润防晒超轻盈乳液 SPF50 50毫升,9,https://cf.shopee.com.my/file/sg-11134201-7rbmf-lnm1yvhael2p68,http://shopee.com.my/product/135870504/19578123216,Bath & Body Care,Sun Care,IVCN202603270808,98680969834,https://detail.1688.com/offer/987313421581.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2108837b17739937881547620e1010&token=fieWfexO1q3wUeLo7Xxi5E4I%2FPaj5r6oNMKermBm6NI0sAk1EBPrGvPk7o%2F15QWH,1688链接,03-27发布,19578123216,25.66,四月热招,1
Grace and Glow 洗发沐浴露套装：控油洗发露 400ml + 烟酰胺持久香氛沐浴露 400ml,🔥黑鸦片,9.6,https://cf.shopee.vn/file/vn-11134207-820l4-mft7uyg3lg5r4a,http://shopee.vn/product/458546292/22752136999,Bath & Body Care,Body Wash & Soap,IVCN202603244344,98769399283,https://detail.1688.com/offer/727976962313.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-27发布,22752136999,9.77,四月热招,1
Dr. Sensitive 超级防晒霜 SPF 50+ PA++++ 面部及身体适用 50ml,Dr. Sensitive 超级防晒霜 SPF 50+ PA++++ 面部及身体适用 50ml,4.1,https://cf.shopee.ph/file/ph-11134207-81ztn-mlecg9gvng209c,http://shopee.ph/product/318219402/23867275345,Bath & Body Care,Sun Care,IVCN202603244346,99357804366,https://detail.1688.com/offer/685504275635.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-27发布,23867275345,9.25,四月热招,2
买6送2 SkinWhite 美白洁面沐浴皂（强效美白，125克）,买6送2 SkinWhite 美白洁面沐浴皂（强效美白，125克）,13.58,https://cf.shopee.ph/file/ph-11134207-7r98z-lmn6bqg065f52d,http://shopee.ph/product/264547661/23853448479,Bath & Body Care,Body Wash & Soap,IVCN202603244348,99430468770,https://detail.1688.com/offer/823498320285.html?spm=a26352.13672862.offerlist.100.3073590083t8Tk&offerId=823498320285&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=b2ef3387e6ef4aa68082d27e2955f9e1&skuId=5535918528790&forcePC=1765866856767,1688链接,03-27发布,23853448479,13.59,四月热招,1
两支装 Etiaxil 止汗除臭剂（每支 15 毫升）,红牌 + 红牌,14,https://cf.shopee.vn/file/vn-11134201-7ras8-m1meo4bx6ym7c6,http://shopee.vn/product/118938080/11566919424,Bath & Body Care,Body Deodorants,IVCN202603244350,103583143532,https://detail.1688.com/offer/956156491980.html?spm=a26352.b28411319/2508.0.0,1688链接,03-27发布,11566919424,55.89,四月热招,3
两支装 Etiaxil 止汗除臭剂（每支 15 毫升）,棕标 + 棕标,14,https://cf.shopee.vn/file/vn-11134201-7ras8-m1meo4ft2o9fe4,http://shopee.vn/product/118938080/11566919424,Bath & Body Care,Body Deodorants,IVCN202603244352,103583143533,https://detail.1688.com/offer/956156491980.html?spm=a26352.b28411319/2508.0.0,1688链接,03-27发布,11566919424,60.12,四月热招,3
两支装 Etiaxil 止汗除臭剂（每支 15 毫升）,绿标+绿标,14,https://cf.shopee.vn/file/vn-11134207-7ra0g-m837nzm47ps4ca,http://shopee.vn/product/118938080/11566919424,Bath & Body Care,Body Deodorants,IVCN202603244354,103583143534,https://detail.1688.com/offer/956156491980.html?spm=a26352.b28411319/2508.0.0,1688链接,03-27发布,11566919424,54.38,四月热招,3
NAKIZ LIVELY BUTT 〡 祛除臀部、腹股沟、腋下、背部、乳头、肘部、膝盖等部位痤疮疤痕的乳霜……泰国,纳基兹妇女,6.8,https://cf.shopee.vn/file/vn-11134207-7ras8-mbgoo7pn1j5wbb,http://shopee.vn/product/97549058/4537529012,Bath & Body Care,Others,IVCN202603244356,109196181155,https://detail.1688.com/offer/901855905390.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-27发布,4537529012,8.51,四月热招,1
杰根斯椰子油保湿乳液 496毫升,杰根斯椰子油保湿乳液 496毫升,13.71,https://cf.shopee.ph/file/ph-11134207-7qul1-lh741h33kwps3a,http://shopee.ph/product/92328166/10101012003,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244358,110053371521,https://detail.1688.com/offer/995708663077.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688链接,03-27发布,10101012003,21.31,四月热招,1
SUR.MEDIC+ 超级谷胱甘肽 100™ 亮白紧致身体乳 150ml - 美白紧致身体乳,SUR.MEDIC+ 超级谷胱甘肽 100™ 亮白紧致身体乳 150ml - 美白紧致身体乳,3.2,https://cf.shopee.vn/file/vn-11134207-820l4-mj3xcx1kt3pgc4,http://shopee.vn/product/308769229/8651456218,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244360,110096026145,https://detail.1688.com/offer/905411919156.html?spm=a26352.13672862.offerlist.14.6cb833afysho9l&offerId=905411919156&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=cca864a974914dc386dca1cf2bbff921&skuId=5932143890189&forcePC=1768554998161,1688链接,03-27发布,8651456218,33.46,四月热招,1
Flawless U 2in1 木瓜卡拉曼西美白乳液 500ml,Flawless U 2in1 木瓜卡拉曼西美白乳液 500ml,2.5,https://cf.shopee.ph/file/ph-11134207-81zti-mitwtzqm5req51,http://shopee.ph/product/264547661/11777871821,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244362,114477625884,https://detail.1688.com/offer/845424725212.html?spm=a26352.13672862.offerlist.14.29dc1e62PNyLzy,1688链接,03-27发布,11777871821,10.42,四月热招,1
巴黎欧莱雅爱思唯特护发油，100毫升,巴黎欧莱雅爱思唯特护发油，100毫升,18.67,https://cf.shopee.com.br/file/br-11134207-7r98o-m03m6fr7rxkt1d,http://shopee.com.br/product/689225278/13380774785,Hair Care,Hair Treatment,IVCN202603244364,115691356229,https://detail.1688.com/offer/960208745860.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688链接,03-27发布,13380774785,18.67,四月热招,1
桃花沐浴露有助于减少粉刺，修复并清洁肌肤。200毫升，500毫升 - Sao Thai Duong,2 支 200 克装,2.22,https://cf.shopee.vn/file/vn-11134207-7ras8-mbc5mzfzouyb9c,http://shopee.vn/product/140523966/2296870910,Bath & Body Care,Body Wash & Soap,IVCN202603244366,119310705086,https://detail.1688.com/offer/928717546136.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-27发布,2296870910,2.23,四月热招,1
FUN G Tawas Stick 全天然抗菌美白腋下棒 60克,FUN G Tawas Stick 全天然抗菌美白腋下棒 60克,1.9,https://cf.shopee.ph/file/d81559597e3ea107d8385634bb576522,http://shopee.ph/product/92328166/13885805403,Bath & Body Care,Body Deodorants,IVCN202603244368,125051698613,https://detail.1688.com/offer/741967636558.html?spm=a26352.13672862.offerlist.1.4b911e62VBjDGE&cosite=-&tracelog=p4p&_p_isad=1&clickid=764359e871d64b87acb547bdb3415a8b&sessionid=2a9eb40bf18a5b6b488f47e56b55c858,1688链接,03-27发布,13885805403,1.9,四月热招,1
Lab On Hair 二合一洗发水+安瓶 - 防脱发，减少脱发，强健发根,Lab On Hair 二合一洗发水+安瓶 - 防脱发，减少脱发，强健发根,8.41,https://cf.shopee.com.my/file/my-11134207-820l9-mkph7lk007wg6b,http://shopee.com.my/product/919790480/20971411730,Hair Care,Shampoo,IVCN202603244370,127344110250,"https://detail.1688.com/offer/682949944936.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0
https://detail.1688.com/offer/756819496651.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0",1688链接,03-27发布,20971411730,77.8,四月热招,1
LYB 男女通用除臭身体喷雾，含纳米银，消除体味，香味持久，容量 100ml。,身体清除剂 13,3.2,https://cf.shopee.vn/file/vn-11134207-7ras8-m4qxmtn5t8xc96,http://shopee.vn/product/847813660/27072932302,Bath & Body Care,Body Deodorants,IVCN202603244372,128180732471,https://detail.1688.com/offer/823532876473.html?spm=a26352.13672862.offerlist.1.7b6734274YRZsf&cosite=-&tracelog=p4p&_p_isad=1&clickid=1b0f7d6e151b45669a0ce4f7033261ff&sessionid=8283bf25184dc82565f256b5897dad6a,1688链接,03-27发布,27072932302,17.57,四月热招,1
Human Nature 天然矿物防晒霜 SPF60 PA++++（不含任何有害化学物质）,100克,10.8,https://cf.shopee.ph/file/ph-11134207-7rasb-m7arl9h5tpp187,http://shopee.ph/product/623745827/29279148835,Bath & Body Care,Sun Care,IVCN202603244374,128249055296,https://detail.1688.com/offer/960023786904.html?kj_agent_plugin=aliprice&fromkv=xytTrace:21080f7717669990518207061e0e52&token=n7wWFY5%2FJ3n9%2BJDatuAQlU4nOP7zYC5pp6d1yYYNpyLQL2HuDYOOMsjlFQe6i7QT,1688链接,03-27发布,29279148835,28.58,四月热招,1
MISGLO 土耳其真丝 100% 高级去角质手套,摄像头,10,https://cf.shopee.vn/file/vn-11134207-7r98o-lktrwozhithc17,http://shopee.vn/product/140992453/23677955386,Bath & Body Care,Body Scrub & Peel,IVCN202603270820,128720737007,https://detail.1688.com/offer/683526622833.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2133d7d417739792802253164e0f8e&token=561uLfNV9mtfQpUrxjj867t7SP8MmO12nLBCsRnWFnIP7kPEe%2FJRM4T9HYoRXMaU,1688链接,03-27发布,23677955386,12.42,四月热招,1
Shawill 玫瑰香氛谷胱甘肽烟酰胺身体乳 美白保湿 500毫升 S8014,玫瑰香氛*2,10,https://cf.shopee.ph/file/ph-11134207-7ras9-m0qqgkt94y2671,http://shopee.ph/product/56805873/26065481782,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244376,129111773191,https://detail.1688.com/offer/877052409873.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-27发布,26065481782,15.06,四月热招,1
SEVICH 发际线阴影粉修饰和填充额头（4克/10克）,黑色-10克,14.63,https://cf.shopee.com.my/file/cn-11134207-7ras8-m555zosk0dgh9c,http://shopee.com.my/product/1101533548/24851839171,Hair Care,Hair Styling,IVCN202603244378,129214904233,https://detail.1688.com/offer/854733599021.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i24&source=action%23offerItem%3Borigin%23cf.shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-27发布,24851839171,14.63,四月热招,1
Grace and Glow 二合一日常亮白防晒身体精华液 + White B3 亮白身体凝胶乳液,1片 SPF+凝胶,7.9,https://cf.shopee.ph/file/ph-11134207-81zte-mlhahvvc20p43b,http://shopee.ph/product/729691372/29755548207,Bath & Body Care,Sun Care,IVCN202603244380,129334081875,"https://detail.1688.com/offer/952659618501.html?spm=a26352.13672862.offerlist.1.30741e62It324l&cosite=-&tracelog=p4p&_p_isad=1&clickid=68a081f907ec4990a16942efa352182f&sessionid=c028b8c4c5455aea33be62f22162c68a
https://detail.1688.com/offer/644062091042.html?spm=a26352.13672862.offerlist.9.29762b9aPEQQrW&offerId=644062091042&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5961841011488&trace_log=normal&uuid=866e81915d9f46d8acd9f0fc6c60b048&forcePC=1765797844466",1688链接,03-27发布,29755548207,13.24,四月热招,1
Ceraskin 温和肌肤洁肤乳 - 无皂基沐浴露和洁面乳，适用于妈妈和宝宝 DR.EA,Ceraskin 温和肌肤洁肤乳 - 无皂基沐浴露和洁面乳，适用于妈妈和宝宝 DR.EA,2.3,https://cf.shopee.vn/file/vn-11134207-7r98o-lp990zrwpumm0d,http://shopee.vn/product/476649687/12438467860,Bath & Body Care,Body Wash & Soap,IVCN202603244382,131736708233,https://detail.1688.com/offer/835161468902.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688链接,03-27发布,12438467860,3.27,四月热招,1
人性舒缓按摩油 | 滋养、放松、提神（不含任何有害化学物质）,95毫升,0.54,https://cf.shopee.ph/file/ph-11134207-7r990-lxko6j35v9c4be,http://shopee.ph/product/623745827/14919249776,Bath & Body Care,Massage Oil,IVCN202603244384,133016171758,https://detail.1688.com/offer/884531822458.html?tracelog=p4p&spm=a26352.13672862.offerlist.1.305a4a415PFLte&clickid=25f639856d8745449104bb52f5e5c944&sessionid=5a92359c5690608ffb4a75f76cb5071b&_p_isad=1,1688链接,03-27发布,14919249776,8.57,四月热招,1
Aveeno Dermexa 沐浴露 280ml + 润肤霜 200ml：适用于湿疹、特应性皮炎、干燥瘙痒敏感肌肤,Aveeno Dermexa 沐浴露 280ml + 润肤霜 200ml：适用于湿疹、特应性皮炎、干燥瘙痒敏感肌肤,69,https://cf.shopee.ph/file/ph-11134207-81ztf-mdyaab28x0cmba,http://shopee.ph/product/29990515/14822535622,Bath & Body Care,Body Wash & Soap,IVCN202603244386,133128910277,https://detail.1688.com/offer/779635881263.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-27发布,14822535622,144.57,四月热招,1
Peacholic White 身体提亮精华液 250毫升,Peacholic White 身体提亮精华液 250毫升,16.25,https://cf.shopee.vn/file/vn-11134207-7ra0g-m7k9flb6bf24d4,http://shopee.vn/product/961161504/24773089696,Bath & Body Care,"Body Cream, Lotion & Butter",IVCN202603244388,137887901329,https://detail.1688.com/offer/829304103926.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688链接,03-27发布,24773089696,41.15,四月热招,1
